name,state,vin,year,vehicle,model,engine,transmission,drivetrain,cab,bed,color,interior,base_msrp,total_msrp,availability_date,total_packages,packages,dealerId,url,regionId,lat,long
Concord Toyota,CA,JTEAAAAH8RJ180441,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Titanium Glow,Black SofTex® [softex],39280,41118.0,,4,"All-Weather Floor Liner Package[installed_msrp], Alloy Wheel Locks[installed_msrp], 50 State Emissions, Quick Charging Cable Package[installed_msrp]",4176,https://www.concordtoyota.com,12,37.97845,-122.058917
Concord Toyota,CA,JTEAAAAH5RJ179411,2024,venza,XN,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl,Black SofTex® [softex],40405,42429.0,,5,"All-Weather Floor Liner Package[installed_msrp], Nightshade Edition, Black Roof Rail, Roof Rack Cross Bars[installed_msrp], 50 State Emissions",4176,https://www.concordtoyota.com,12,37.97845,-122.058917
Antioch Toyota,CA,JTEAAAAH9RJ177242,2024,venza,XN,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl,Black SofTex® [softex],40405,42109.0,,4,"All-Weather Floor Liner Package[installed_msrp], 50 State Emissions, Black Roof Rail, Nightshade Edition",4374,https://www.antiochtoyota.com,12,38.00825,-121.8319
Antioch Toyota,CA,JTEAAAAH2RJ159956,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl [extra_cost_color],Black Softex® [softex],43065,46594.0,,4,"Special Color, 50 State Emissions, Star Gaze™ Fixed Panoramic Roof, Carpet Mat Package[installed_msrp]",4374,https://www.antiochtoyota.com,12,38.00825,-121.8319
Antioch Toyota,CA,JTEAAAAH2RJ168270,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl [extra_cost_color],Black Softex® [softex],43215,47053.0,,5,"Special Color, 50 State Emissions, Star Gaze™ Fixed Panoramic Roof, All-Weather Floor Liner Package[installed_msrp], Carpet Mat Package[installed_msrp]",4374,https://www.antiochtoyota.com,12,38.00825,-121.8319
Toyota of Vallejo,CA,JTEAAAAH8RJ178382,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Coastal Gray Metallic,Black Softex® [softex],43215,46485.0,,5,"Venza Owner's Manual Portfolio[installed_msrp], Door Edge Guards[installed_msrp], Star Gaze™ Fixed Panoramic Roof, All-Weather Floor Liner Package[installed_msrp], 50 State Emissions",4292,https://www.toyotavallejo.com,12,38.13672,-122.21203
Toyota of Vallejo,CA,JTEAAAAH5RJ173446,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Coastal Gray Metallic,Black Softex® [softex],43215,46539.0,,5,"All-Weather Floor Liner Package[installed_msrp], 50 State Emissions, Alloy Wheel Locks[installed_msrp], Star Gaze™ Fixed Panoramic Roof, Door Edge Guards[installed_msrp]",4292,https://www.toyotavallejo.com,12,38.13672,-122.21203
Maita's Toyota of Sacramento,CA,JTEAAAAH9RJ175605,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Titanium Glow,Black SofTex® [softex],39280,41373.0,,4,"Roof Rack Cross Bars[installed_msrp], 50 State Emissions, Quick Charging Cable Package[installed_msrp], All-Weather Floor Liner Package[installed_msrp]",4364,https://www.maitatoyota.com,12,38.629117,-121.403195
Maita's Toyota of Sacramento,CA,JTEAAAAH8RJ180696,2024,venza,XN,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl,Black SofTex® [softex],40405,42498.0,,6,"50 State Emissions, Carpet Mat Package[installed_msrp], Roof Rack Cross Bars[installed_msrp], Nightshade Edition, Black Roof Rail, Quick Charging Cable Package[installed_msrp]",4364,https://www.maitatoyota.com,12,38.629117,-121.403195
Maita's Toyota of Sacramento,CA,JTEAAAAH0RJ180580,2024,venza,XN,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl,Black SofTex® [softex],40405,43809.0,,8,"Nightshade Edition, Quick Charging Cable Package[installed_msrp], Alloy Wheel Locks[installed_msrp], All-Weather Floor Liner Package[installed_msrp], Star Gaze™ Fixed Panoramic Roof, 50 State Emissions, Door Edge Guards[installed_msrp], Venza Owner's Manual Portfolio[installed_msrp]",4364,https://www.maitatoyota.com,12,38.629117,-121.403195
Elk Grove Toyota,CA,JTEAAAAH0RJ180725,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Celestial Black [extra_cost_color],Boulder SofTex® [softex],39280,41489.0,,5,"Quick Charging Cable Package[installed_msrp], Venza Owner's Manual Portfolio[installed_msrp], 50 State Emissions, Special Color, All-Weather Floor Liner Package[installed_msrp]",4201,https://www.elkgrovetoyota.com,12,38.406883,-121.389
Elk Grove Toyota,CA,JTEAAAAH4RJ180484,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Titanium Glow,Black SofTex® [softex],39280,41974.0,,6,"All-Weather Floor Liner Package[installed_msrp], JBL® Premium Audio, Alloy Wheel Locks[installed_msrp], First Aid Kit w/ PPE[installed_msrp], 50 State Emissions, Roof Rack Cross Bars[installed_msrp]",4201,https://www.elkgrovetoyota.com,12,38.406883,-121.389
Elk Grove Toyota,CA,JTEAAAAH1RJ180698,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl [extra_cost_color],Black SofTex® [softex],39280,42443.0,,7,"Roof Rack Cross Bars[installed_msrp], JBL® Premium Audio, 50 State Emissions, Quick Charging Cable Package[installed_msrp], Alloy Wheel Locks[installed_msrp], Special Color, All-Weather Floor Liner Package[installed_msrp]",4201,https://www.elkgrovetoyota.com,12,38.406883,-121.389
Elk Grove Toyota,CA,JTEAAAAH8RJ180794,2024,venza,XN,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Ruby Flare Pearl,Black SofTex® [softex],40405,43589.0,,7,"Quick Charging Cable Package[installed_msrp], 50 State Emissions, All-Weather Floor Liner Package[installed_msrp], Star Gaze™ Fixed Panoramic Roof, Venza Owner's Manual Portfolio[installed_msrp], Nightshade Edition, Special Color",4201,https://www.elkgrovetoyota.com,12,38.406883,-121.389
Elk Grove Toyota,CA,JTEAAAAH0RJ180997,2024,venza,XN,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl,Black SofTex® [softex],40405,43643.0,,6,"50 State Emissions, Nightshade Edition, Star Gaze™ Fixed Panoramic Roof, All-Weather Floor Liner Package[installed_msrp], Quick Charging Cable Package[installed_msrp], Alloy Wheel Locks[installed_msrp]",4201,https://www.elkgrovetoyota.com,12,38.406883,-121.389
Folsom Lake Toyota,CA,JTEAAAAH8RJ181024,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl [extra_cost_color],Black SofTex® [softex],39280,41863.0,,6,"Quick Charging Cable Package[installed_msrp], All-Weather Floor Liner Package[installed_msrp], Roof Rack Cross Bars[installed_msrp], Alloy Wheel Locks[installed_msrp], Special Color, 50 State Emissions",4077,https://www.folsomlaketoyota.com,12,38.636483,-121.200618
Folsom Lake Toyota,CA,JTEAAAAH3RJ176653,2024,venza,XN,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Celestial Black,Black SofTex® [softex],40405,42329.0,,7,"Black Roof Rail, All-Weather Floor Liner Package[installed_msrp], Alloy Wheel Locks[installed_msrp], Nightshade Edition, Door Edge Guards[installed_msrp], Special Color, 50 State Emissions",4077,https://www.folsomlaketoyota.com,12,38.636483,-121.200618
Ammaar's Toyota Vacaville,CA,JTEAAAAH1RJ175307,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Titanium Glow,Black Softex® [softex],43215,46384.0,,4,"All-Weather Floor Liner Package[installed_msrp], 50 State Emissions, Star Gaze™ Fixed Panoramic Roof, Alloy Wheel Locks[installed_msrp]",4487,https://www.vacavilletoyota.com,12,38.3733,-121.950717
Ammaar's Toyota Vacaville,CA,JTEAAAAH7RJ174601,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Ruby Flare Pearl [extra_cost_color],Black Softex® [softex],43215,46809.0,,5,"Alloy Wheel Locks[installed_msrp], 50 State Emissions, All-Weather Floor Liner Package[installed_msrp], Special Color, Star Gaze™ Fixed Panoramic Roof",4487,https://www.vacavilletoyota.com,12,38.3733,-121.950717
Ammaar's Toyota Vacaville,CA,JTEAAAAH6RJ177862,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl [extra_cost_color],Black/Java SofTex® [softex],43215,46809.0,,5,"50 State Emissions, All-Weather Floor Liner Package[installed_msrp], Special Color, Star Gaze™ Fixed Panoramic Roof, Alloy Wheel Locks[installed_msrp]",4487,https://www.vacavilletoyota.com,12,38.3733,-121.950717
Ammaar's Toyota Vacaville,CA,JTEAAAAH1RJ174044,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl [extra_cost_color],Black/Java SofTex® [softex],43215,46809.0,,5,"50 State Emissions, All-Weather Floor Liner Package[installed_msrp], Alloy Wheel Locks[installed_msrp], Special Color, Star Gaze™ Fixed Panoramic Roof",4487,https://www.vacavilletoyota.com,12,38.3733,-121.950717
Auburn Toyota,CA,JTEAAAAH6RJ180356,2024,venza,le,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Black,Black Fabric,35070,36994.0,,4,"Door Edge Guards[installed_msrp], All-Weather Floor Liner Package[installed_msrp], 50 State Emissions, Alloy Wheel Locks[installed_msrp]",4682,https://www.auburntoyota.com,12,38.91795,-121.081532
Auburn Toyota,CA,JTEAAAAH1RJ180913,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Titanium Glow,Black SofTex® [softex],39280,42108.0,,6,"50 State Emissions, All-Weather Floor Liner Package[installed_msrp], Door Edge Guards[installed_msrp], Quick Charging Cable Package[installed_msrp], JBL® Premium Audio, Roof Rack Cross Bars[installed_msrp]",4682,https://www.auburntoyota.com,12,38.91795,-121.081532
Auburn Toyota,CA,JTEAAAAH6RJ177506,2024,venza,XN,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Ruby Flare Pearl,Black SofTex® [softex],40405,42174.0,,6,"Alloy Wheel Locks[installed_msrp], Special Color, 50 State Emissions, Black Roof Rail, All-Weather Floor Liner Package[installed_msrp], Nightshade Edition",4682,https://www.auburntoyota.com,12,38.91795,-121.081532
Auburn Toyota,CA,JTEAAAAH6RJ176260,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl [extra_cost_color],Black SofTex® [softex],39280,42259.0,,8,"Roof Rack Cross Bars[installed_msrp], Special Color, Quick Charging Cable Package[installed_msrp], All-Weather Floor Liner Package[installed_msrp], 50 State Emissions, Alloy Wheel Locks[installed_msrp], Activity Mount[installed_msrp], Venza Owner's Manual Portfolio[installed_msrp]",4682,https://www.auburntoyota.com,12,38.91795,-121.081532
Auburn Toyota,CA,JTEAAAAH9RJ180397,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Blueprint,Boulder SofTex® [softex],43215,46619.0,,7,"50 State Emissions, Star Gaze™ Fixed Panoramic Roof, Door Edge Guards[installed_msrp], Alloy Wheel Locks[installed_msrp], All-Weather Floor Liner Package[installed_msrp], Quick Charging Cable Package[installed_msrp], Venza Owner's Manual Portfolio[installed_msrp]",4682,https://www.auburntoyota.com,12,38.91795,-121.081532
Auburn Toyota,CA,JTEAAAAH0RJ176884,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl [extra_cost_color],Black Softex® [softex],43215,46744.0,,4,"All-Weather Floor Liner Package[installed_msrp], 50 State Emissions, Star Gaze™ Fixed Panoramic Roof, Special Color",4682,https://www.auburntoyota.com,12,38.91795,-121.081532
Auburn Toyota,CA,JTEAAAAH1RJ169281,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl [extra_cost_color],Black Softex® [softex],43215,47403.0,,7,"Special Color, Alloy Wheel Locks[installed_msrp], All-Weather Floor Liner Package[installed_msrp], Door Edge Guards[installed_msrp], Paint Protection Film (Hood, Fenders, Mirror Backs and Door Cups)[installed_msrp], Star Gaze™ Fixed Panoramic Roof, 50 State Emissions",4682,https://www.auburntoyota.com,12,38.91795,-121.081532
